,user_id,input_message_kid,stage,total_attempts_in_stage,grade_norm,pre-score_norm,stage_norm,failed_attempts_norm,pos_norm,neg_norm,hel_norm,anxiety_norm,action,output,postive_feedback,reward,grade,completed,pre,post,adjusted_score,anxiety,time_stored
853,456,WHATS THE HEIGHT,0,3,1.,-0.25,-1.,-0.7,-1.,-1.,-0.13810436,0.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
854,456,whatttttttttttttt,2,2,1.,-0.25,-0.33333333,-0.8,-1.,-1.,-1.,0.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
855,456,aaaaa,2,2,1.,-0.25,-0.33333333,-0.8,-1.,-1.,-0.44872861,0.,0,Move your mouse along the length to count how many chocolates would fit along the length.,None,0.01,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
856,456,i dont like u,2,2,1.,-0.25,-0.33333333,-0.8,-1.,0.356,1.,0.,0,"By sliding the chocolate along the length of the box and using the chocolate as a reference, you will find that the length fits 6 chocolates",True,0.11,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
857,456,okkkkkkkkkkkkkkkkkk,3,3,1.,-0.25,0.,-0.7,-1.,-1.,-1.,0.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
858,456,how much do you way,,,1.,-0.25,0.66666667,-0.9,-1.,-1.,1.,0.,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,1.9329999999999996,4,True,3,4,2,27,"12-01-2020-14:56:11-PST
"
859,430,ok,3,18,1.,-0.75,0.,0.8,1.,-1.,-0.1063473,0.55555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
860,430,I need a hint,3,18,1.,-0.75,0.,0.8,-1.,-1.,1.,0.55555556,2,I’m so glad you’re here to help. I know you can solve this problem!,None,0.0,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
861,430,I'm doing good.,2,3,1.,-0.75,-0.33333333,-0.7,0.184,-1.,-0.03631976,0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
862,430,im stuck,3,18,1.,-0.75,0.,0.8,-1.,0.334,1.,0.55555556,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
863,430,"i""m stuck",3,18,1.,-0.75,0.,0.8,-1.,0.334,1.,0.55555556,2,You’re doing a great job so far. Just keep trying!,None,0.0,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
864,430, it,,,1.,-0.75,0.,0.8,-1.,-1.,-0.0572697,0.55555556,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,2.0589999999999997,4,True,1,3,2,37,"12-01-2020-15:36:56-PST
"
865,457,HELP,3,6,1.,-0.5,0.,-0.4,1.,-1.,1.,-0.05555556,2,"You’ve just about got it. Don’t give up, yet!",None,0.0,4,False,2,0,0,26,"12-01-2020-15:49:45-PST
"
866,457,whats the ansewr,1,6,1.,-0.5,-0.66666667,-0.4,-1.,-1.,-0.13810436,-0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,4,False,2,0,0,26,"12-01-2020-15:49:45-PST
"
867,457,thanks,1,6,1.,-0.5,-0.66666667,-0.4,1.,-1.,-0.15282053,-0.05555556,0,Move your mouse along the width to count how many chocolates would fit along the width.,None,0.01,4,False,2,0,0,26,"12-01-2020-15:49:45-PST
"
868,457,help please,,,1.,-0.5,0.,-0.4,1.,-1.,1.,-0.05555556,1,:),True,-8,4,False,2,0,0,26,"12-01-2020-15:49:45-PST
"
869,436,okay,0,1,-1.,1.,-1.,-0.9,1.,-1.,-0.15501975,-0.94444444,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,8,8,0,10,"12-01-2020-16:25:49-PST
"
870,436,i cant turn it into chocolates,0,1,-1.,1.,-1.,-0.9,-1.,-1.,-0.03631976,-0.94444444,0,"By sliding the chocolate along the height of the box and using the chocolate as a reference, you will find that the height fits 3 chocolates.",None,0.01,2,True,8,8,0,10,"12-01-2020-16:25:49-PST
"
871,436,i can't turn it to chocolates,,,-1.,1.,-1.,-0.9,-1.,-1.,-0.02213507,-0.94444444,0,Move your mouse along the height to count how many chocolates would fit along the height.,None,-0.028000000000000008,2,True,8,8,0,10,"12-01-2020-16:25:49-PST
"
872,411,yes,0,13,0.,-0.5,-1.,0.3,1.,-1.,-0.08166112,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,2,3,1,17,"12-01-2020-17:24:05-PST
"
873,411,i don't now,0,13,0.,-0.5,-1.,0.3,-1.,-1.,1.,-0.55555556,1,:),True,0.1,3,True,2,3,1,17,"12-01-2020-17:24:05-PST
"
874,411,I don',3,2,0.,-0.5,0.,-0.8,-1.,-1.,-0.03631976,-0.55555556,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,3,True,2,3,1,17,"12-01-2020-17:24:05-PST
"
875,411,what to do?,3,2,0.,-0.5,0.,-0.8,-1.,-1.,1.,-0.55555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,2,3,1,17,"12-01-2020-17:24:05-PST
"
876,411,I don't understand,,,0.,-0.5,0.,-0.8,-1.,-1.,1.,-0.55555556,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.9589999999999999,3,True,2,3,1,17,"12-01-2020-17:24:05-PST
"
877,459,i cant figyour it out,0,1,-1.,-0.75,-1.,-0.9,-1.,-1.,-0.03631976,-1.,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
878,459,i need help scrach,3,50,-1.,-0.75,0.,4.,0.148,-1.,1.,-1.,1,:),True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
879,459,are you going to help,3,50,-1.,-0.75,0.,4.,-0.194,-1.,1.,-1.,1,:),True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
880,459,;[,3,50,-1.,-0.75,0.,4.,-1.,-1.,-1.,-1.,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
881,459,i need more help its realy hard,3,50,-1.,-0.75,0.,4.,-0.286,-0.666,1.,-1.,2,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
882,459,i need help scrach,3,50,-1.,-0.75,0.,4.,0.148,-1.,1.,-1.,1,:),True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
883,459,help or im leaving,3,50,-1.,-0.75,0.,4.,-0.052,-1.,1.,-1.,1,:),True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
884,459,stop with the smily facyes dood,3,50,-1.,-0.75,0.,4.,-1.,-0.388,-0.10849452,-1.,1,:),True,0.1,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
885,459,please help,,,-1.,-0.75,0.,4.,1.,-1.,1.,-1.,1,:),True,-8,2,False,1,2,2,9,"12-02-2020-10:06:28-PST
"
886,441,can you help me,0,17,0.,-0.5,-1.,0.7,-0.052,-1.,1.,-0.83333333,1,:),None,0.0,3,True,2,0,0,12,"12-02-2020-17:44:32-PST
"
887,441,please,0,17,0.,-0.5,-1.,0.7,1.,-1.,-0.14122125,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,2,0,0,12,"12-02-2020-17:44:32-PST
"
888,441,what do you think the he,0,17,0.,-0.5,-1.,0.7,-1.,-1.,1.,-0.83333333,1,:),True,0.1,3,True,2,0,0,12,"12-02-2020-17:44:32-PST
"
889,441,What is the right answer for the estiment ,0,17,0.,-0.5,-1.,0.7,-1.,-1.,1.,-0.83333333,1,:),None,0.0,3,True,2,0,0,12,"12-02-2020-17:44:32-PST
"
890,441,should I be multiplying this ,,,0.,-0.5,0.,-0.9,-1.,-1.,-0.03631976,-0.83333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,-0.015000000000000003,3,True,2,0,0,12,"12-02-2020-17:44:32-PST
"
891,448,does it ask for the box or the chocolates,,,-1.,0.,0.33333333,-0.7,-1.,-1.,-0.04235847,-0.61111111,2,You’re super close! Let’s think about this a little more and try again.,True,4.101,2,True,4,7,4,16,"12-02-2020-18:02:22-PST
"
892,449,ok,2,3,-1.,1.,-0.33333333,-0.7,1.,-1.,-0.1063473,-0.61111111,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,8,8,0,16,"12-03-2020-08:56:36-PST
"
893,449,The length is a tricky one,,,-1.,1.,-0.33333333,-0.7,-1.,-0.428,-0.09364458,-0.61111111,0,Move your mouse along the length to count how many chocolates would fit along the length.,True,0.08499999999999999,2,True,8,8,0,16,"12-03-2020-08:56:36-PST
"
894,463,k,2,1,0.,0.,-0.33333333,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
895,463,cool,2,1,0.,0.,-0.33333333,-0.9,1.,-1.,-0.14831369,-0.38888889,0,Move your mouse along the length to count how many chocolates would fit along the length.,True,0.11,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
896,463,need help,3,1,0.,0.,0.,-0.9,0.46,-1.,1.,-0.38888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
897,463,?????????????!?!?!?!?,3,1,0.,0.,0.,-0.9,-1.,-1.,-1.,-0.38888889,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
898,463,k,3,1,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
899,463,k,3,1,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,Think about how to calculate volume with multiplication.,None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
900,463,k,3,1,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,Putting them together:,None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
901,463,k,3,1,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
902,463,k,3,1,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,Area = Length x Width = 6 x 5 = 30,None,0.01,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
903,463,k,,,0.,0.,0.,-0.9,-1.,-1.,-0.30047255,-0.38888889,0,You have seen all the hints. Try your best to answer the question!,None,-0.11900000000000001,3,True,4,3,0,20,"12-03-2020-10:35:44-PST
"
904,464,i need help plz,3,5,1.,-0.5,0.,-0.5,0.6,-1.,1.,-0.83333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,False,2,1,0,12,"12-03-2020-11:14:10-PST
"
905,464,ok,2,1,1.,-0.5,-0.33333333,-0.9,1.,-1.,-0.1063473,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,4,False,2,1,0,12,"12-03-2020-11:14:10-PST
"
906,464,i still do not get it,,,1.,-0.5,0.,-0.5,-1.,-1.,1.,-0.83333333,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,-8,4,False,2,1,0,12,"12-03-2020-11:14:10-PST
"
907,465, ok ,1,1,0.,-0.25,-0.66666667,-0.9,1.,-1.,-0.1063473,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
908,465," I don't understand "" Length """,2,5,0.,-0.25,-0.33333333,-0.5,-1.,-1.,1.,-0.83333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
909,465, What do I do I don't understand Length,2,5,0.,-0.25,-0.33333333,-0.5,-1.,-1.,1.,-0.83333333,1,:),None,0.0,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
910,465,nope,2,5,0.,-0.25,-0.33333333,-0.5,-1.,-1.,-0.17369124,-0.83333333,0,Move your mouse along the length to count how many chocolates would fit along the length.,True,0.11,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
911,465, Now what do I do Cyclone ?,4,4,0.,-0.25,0.33333333,-0.6,-1.,-1.,1.,-0.83333333,0,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",True,0.11,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
912,465, do I add or multiply this ,3,3,0.,-0.25,0.,-0.7,-1.,-1.,1.,-0.83333333,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
913,465, Thank You  so much !,,,0.,-0.25,0.33333333,-0.6,-0.036,-1.,-0.03305731,-0.83333333,0,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",None,0.9329999999999998,3,True,3,3,1,12,"12-03-2020-11:39:10-PST
"
914,505,ok,0,3,-1.,-0.75,-1.,-0.7,1.,-1.,-0.1063473,-0.38888889,3,Hm... let's keep thinking!,True,0.1,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
915,505,where is the right arrow button?,0,3,-1.,-0.75,-1.,-0.7,-1.,-1.,-0.08771972,-0.38888889,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
916,505,ok!,2,5,-1.,-0.75,-0.33333333,-0.5,1.,-1.,-0.1063473,-0.38888889,3,Hm... let's keep thinking!,True,0.1,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
917,505,Question ,3,8,-1.,-0.75,0.,-0.2,-1.,-1.,-0.03787776,-0.38888889,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",True,0.11,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
918,505,um,3,8,-1.,-0.75,0.,-0.2,-1.,-1.,-0.22521936,-0.38888889,3,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,None,0.0,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
919,505,still wrong,3,8,-1.,-0.75,0.,-0.2,-1.,0.512,-0.05607465,-0.38888889,1,:),None,0.0,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
920,505,more info by anychance,3,8,-1.,-0.75,0.,-0.2,-1.,-1.,-0.08809026,-0.38888889,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,True,0.11,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
921,505,any more?,3,8,-1.,-0.75,0.,-0.2,-1.,-1.,-0.07262983,-0.38888889,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",True,0.11,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
922,505,uhh next question any thing you can help me with,,,-1.,-0.75,0.33333333,-0.8,-0.538,-1.,1.,-0.38888889,3,"Think of what equation to use to calculate the total weight, when you know the number of chocolate and how much each chocolate weighs.",None,2.949,2,True,1,4,3,20,"12-03-2020-15:52:50-PST
"
923,467,do you have an idea,1,9,0.,-0.25,-0.66666667,-0.1,-1.,-1.,1.,-0.05555556,3,Hm... let's keep thinking!,True,0.1,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
924,467,I'm thinking 6,1,9,0.,-0.25,-0.66666667,-0.1,-1.,-1.,-0.03631976,-0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
925,467,ok ,0,5,0.,-0.25,-1.,-0.5,1.,-1.,-0.1063473,-0.05555556,3,Hm... let's keep thinking!,True,0.1,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
926,467,ok,2,3,0.,-0.25,-0.33333333,-0.7,1.,-1.,-0.1063473,-0.05555556,3,Hm... let's keep thinking!,True,0.1,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
927,467,thanks,2,3,0.,-0.25,-0.33333333,-0.7,1.,-1.,-0.15282053,-0.05555556,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
928,467,ok,,,0.,-0.25,-0.33333333,-0.7,1.,-1.,-0.1063473,-0.05555556,3,Hm... let's keep thinking!,True,1.075,3,True,3,4,1,26,"12-03-2020-17:16:03-PST
"
929,479,:),3,7,-1.,-0.25,0.,-0.3,1.,-1.,-1.,0.44444444,3,Try thinking about the concept of volume to solve this problem.,True,0.1,2,True,3,7,4,35,"12-04-2020-13:41:57-PST
"
930,479,can i fit 3,0,2,-1.,-0.25,-1.,-0.8,0.428,-1.,-0.03631976,0.44444444,3,Hm... let's keep thinking!,None,0.0,2,True,3,7,4,35,"12-04-2020-13:41:57-PST
"
931,479,i  am stuck,2,2,-1.,-0.25,-0.33333333,-0.8,-1.,0.334,1.,0.44444444,1,:),None,0.0,2,True,3,7,4,35,"12-04-2020-13:41:57-PST
"
932,479,what is 30 times 3,,,-1.,-0.25,0.,-0.3,-1.,-1.,1.,0.44444444,1,:),None,4.001,2,True,3,7,4,35,"12-04-2020-13:41:57-PST
"
933,514,help,3,3,-1.,0.,0.,-0.7,1.,-1.,1.,0.16666667,3,Try thinking about the concept of volume to solve this problem.,None,0.0,2,False,4,2,0,30,"12-05-2020-11:16:58-PST
"
934,514,Help,0,4,-1.,0.,-1.,-0.6,1.,-1.,1.,0.16666667,1,:),True,0.1,2,False,4,2,0,30,"12-05-2020-11:16:58-PST
"
935,514,im stuck,1,7,-1.,0.,-0.66666667,-0.3,-1.,0.334,1.,0.16666667,1,:),None,0.0,2,False,4,2,0,30,"12-05-2020-11:16:58-PST
"
936,514,can you help me,1,7,-1.,0.,-0.66666667,-0.3,-0.052,-1.,1.,0.16666667,2,You’re doing a great job so far. Just keep trying!,None,0.0,2,False,4,2,0,30,"12-05-2020-11:16:58-PST
"
937,514,im stuck,,,-1.,0.,0.,-0.7,-1.,0.334,1.,0.16666667,1,:),None,-8,2,False,4,2,0,30,"12-05-2020-11:16:58-PST
"
938,516,I do not know how to do this,,,0.,0.5,-1.,-0.3,-1.,-1.,1.,-0.55555556,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.9979999999999999,3,True,6,7,1,17,"12-05-2020-11:58:17-PST
"
939,517,ok,0,1,0.,0.75,-1.,-0.9,1.,-1.,-0.1063473,-0.83333333,3,Hm... let's keep thinking!,None,0.0,3,True,7,8,1,12,"12-05-2020-12:43:37-PST
"
940,517,I'm having fun,1,2,0.,0.75,-0.66666667,-0.8,0.246,-1.,-0.03631976,-0.83333333,3,Hm... let's keep thinking!,None,0.0,3,True,7,8,1,12,"12-05-2020-12:43:37-PST
"
941,517,How much do we weight together?,5,1,0.,0.75,0.66666667,-0.9,-1.,-1.,1.,-0.83333333,3,Hm... let's keep thinking!,True,0.1,3,True,7,8,1,12,"12-05-2020-12:43:37-PST
"
942,517,How much do I weight?,,,0.,0.75,0.66666667,-0.9,-1.,-1.,1.,-0.83333333,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,0.9979999999999999,3,True,7,8,1,12,"12-05-2020-12:43:37-PST
"
943,512,How many chocolates are in the box.,0,16,-1.,-0.5,-1.,0.6,-1.,-1.,1.,-0.66666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,2,2,2,15,"12-05-2020-12:46:35-PST
"
944,512,I think we need to brainstorm ,0,16,-1.,-0.5,-1.,0.6,-1.,-1.,-0.02507096,-0.66666667,0,Move your mouse along the height to count how many chocolates would fit along the height.,True,0.11,2,True,2,2,2,15,"12-05-2020-12:46:35-PST
"
945,512,Can you please give me a hint ,0,16,-1.,-0.5,-1.,0.6,-0.37,-1.,1.,-0.66666667,2,This problem doesn’t stand a chance against us!,True,0.1,2,True,2,2,2,15,"12-05-2020-12:46:35-PST
"
946,512,We need to brainstorm ,,,-1.,-0.5,-1.,0.6,-1.,-1.,-0.03161268,-0.66666667,1,:),True,2.075,2,True,2,2,2,15,"12-05-2020-12:46:35-PST
"
947,511,I am stuck,3,8,-1.,-0.5,0.,-0.2,-1.,0.334,1.,-0.61111111,1,:),True,0.1,2,True,2,1,0,16,"12-05-2020-15:53:33-PST
"
948,511,I don't get it,,,-1.,-0.5,0.,-0.2,-1.,-1.,1.,-0.61111111,2,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,True,0.101,2,True,2,1,0,16,"12-05-2020-15:53:33-PST
"
949,338,Can you wait for me Silly?,,,-1.,0.5,-0.33333333,-0.9,-0.64,-1.,-0.03507275,-0.16666667,0,You can move your mouse close to the box to turn it into a chocolate!,True,1.098,2,True,6,7,1,24,"12-05-2020-16:00:29-PST
"
950,417,"To find out the answer, do I have to times 3 by 5 and then that answer by 6?",3,2,1.,1.,0.,-0.8,-1.,-1.,1.,-0.94444444,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,4,True,8,7,0,10,"12-05-2020-16:31:53-PST
"
951,417,that didn't help me,3,2,1.,1.,0.,-0.8,-1.,-0.142,1.,-0.94444444,0,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,None,0.01,4,True,8,7,0,10,"12-05-2020-16:31:53-PST
"
952,417,i know,,,1.,1.,0.,-0.8,-1.,-1.,1.,-0.94444444,0,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",None,-0.028000000000000008,4,True,8,7,0,10,"12-05-2020-16:31:53-PST
"
953,519,ok,1,1,-1.,-0.25,-0.66666667,-0.9,1.,-1.,-0.1063473,-0.05555556,3,Hm... let's keep thinking!,True,0.1,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
954,519,I don't know this peutions answer,3,32,-1.,-0.25,0.,2.2,-1.,-1.,1.,-0.05555556,2,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,True,0.1,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
955,519,can you hlp me,3,32,-1.,-0.25,0.,2.2,-1.,-1.,-0.03507275,-0.05555556,3,Try thinking about the concept of volume to solve this problem.,None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
956,519,:),3,32,-1.,-0.25,0.,2.2,1.,-1.,-1.,-0.05555556,3,Try thinking about the concept of volume to solve this problem.,None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
957,519,T_T,3,32,-1.,-0.25,0.,2.2,-1.,-1.,-1.,-0.05555556,0,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",None,0.01,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
958,519,help me plz,3,32,-1.,-0.25,0.,2.2,0.6,-1.,1.,-0.05555556,2,This problem doesn’t stand a chance against us!,None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
959,519,it stands a chance against me,3,32,-1.,-0.25,0.,2.2,-0.334,-1.,-0.03887937,-0.05555556,1,:),None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
960,519,HELP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3,32,-1.,-0.25,0.,2.2,-1.,-1.,1.,-0.05555556,1,:),None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
961,519,I don't get it,3,32,-1.,-0.25,0.,2.2,-1.,-1.,1.,-0.05555556,1,:),None,0.0,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
962,519,:(,,,-1.,-0.25,0.,2.2,-1.,1.,-1.,-0.05555556,1,:),None,-8,2,False,3,3,1,26,"12-06-2020-11:35:58-PST
"
963,521,Smaller!,5,1,0.,1.,0.66666667,-0.9,-1.,-1.,-0.20563251,-0.33333333,0,"Because 180 is smaller than 200, you should be safe to board the boat with the chocolates.",None,0.01,3,True,8,8,0,21,"12-06-2020-12:16:02-PST
"
964,521,I think it's 18 chocolates.,0,4,0.,1.,-1.,-0.6,-1.,-1.,-0.02507096,-0.33333333,0,You can move your mouse close to the box to turn it into a chocolate!,None,0.01,3,True,8,8,0,21,"12-06-2020-12:16:02-PST
"
965,521,H,3,2,0.,1.,0.,-0.8,-1.,-1.,-0.36326463,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,8,8,0,21,"12-06-2020-12:16:02-PST
"
966,521,"They said each chocolate is 2 units, right?",3,2,0.,1.,0.,-0.8,-1.,-1.,-0.05854288,-0.33333333,3,Try thinking about the concept of volume to solve this problem.,None,0.0,3,True,8,8,0,21,"12-06-2020-12:16:02-PST
"
967,521,Can we?,,,0.,1.,0.66666667,-0.9,-1.,-1.,-0.03161268,-0.33333333,0,"Remember that, the weight of the box of chocolates can’t be more than 200 ounces.",None,-0.028000000000000008,3,True,8,8,0,21,"12-06-2020-12:16:02-PST
"
968,525,i need help,0,14,1.,-1.,-1.,0.4,0.46,-1.,1.,0.16666667,3,Hm... let's keep thinking!,True,0.1,4,True,0,2,2,30,"12-06-2020-12:51:34-PST
"
969,525,im trying,0,14,1.,-1.,-1.,0.4,-1.,-1.,-0.06435512,0.16666667,3,Hm... let's keep thinking!,True,0.1,4,True,0,2,2,30,"12-06-2020-12:51:34-PST
"
970,525,i need a hint,0,14,1.,-1.,-1.,0.4,-1.,-1.,1.,0.16666667,3,Hm... let's keep thinking!,None,0.0,4,True,0,2,2,30,"12-06-2020-12:51:34-PST
"
971,525,i dont know,,,1.,-1.,-1.,0.4,-1.,-1.,1.,0.16666667,0,You can move your mouse close to the box to turn it into a chocolate!,None,1.9979999999999998,4,True,0,2,2,30,"12-06-2020-12:51:34-PST
"
972,510,Ohhh. i closed the extention i had,1,1,-1.,1.,-0.66666667,-0.9,-1.,-1.,-0.03631976,-0.27777778,1,:),True,0.1,2,True,8,7,0,22,"12-06-2020-14:03:12-PST
"
973,510,I don't see the choclate,0,1,-1.,1.,-1.,-0.9,-1.,-1.,1.,-0.27777778,0,You can move your mouse close to the box to turn it into a chocolate!,True,0.11,2,True,8,7,0,22,"12-06-2020-14:03:12-PST
"
974,510,do you like among us?,,,-1.,1.,-0.66666667,-0.9,-0.23,-1.,1.,-0.27777778,0,You can move your mouse close to the box to turn it into a chocolate!,None,-0.015000000000000003,2,True,8,7,0,22,"12-06-2020-14:03:12-PST
"
